roc_auc,Accuracy,Precision,recall,F1,hamming_loss
0.9113663246964808,0.9627157105915879,0.948474724288401,0.8244933102350401,0.8816849609469246,0.007196949707108554
0.7610673879286386,0.9157789196641183,0.7188673906613751,0.5288328858682458,0.601513997109213,0.018945565442620212
0.99370632232203,0.9403926328566151,0.7928101923942689,0.6043693175568204,0.6776138751796351,0.01225438457614298
0.9612274278981477,0.923048001002632,0.7408900366660393,0.5212611278991462,0.5966762782673293,0.017086518778460125
